Company,Instrument,Credit Rating,1Y Range,% Assets
Indiabulls Properties 34-D 31/10/2019,Commercial Paper,A1+,0.00 - 5.40,5.4
Indiabulls Real Estate 34-D 31/10/2019,Commercial Paper,A1+,0.00 - 5.40,5.4
HDFC Bank,Term Deposits,-,0.00 - 2.45,2.2
IDFC First Bank,Term Deposits,-,0.00 - 2.21,2.18
J&K Bank,Term Deposits,-,0.00 - 2.00,1.36
Britannia Inds. 2022,Non Convertible Debenture,AAA,0.00 - 0.00,0
696. Kotak Balanced Advantage Fund - Regular Plan,,,,
HDFC Bank,Term Deposits,-,3.77 - 8.22,7.04
7.26% GOI 2029,GOI Securities,SOV,0.00 - 3.67,3.67
9.25% Power Finance Corp. 2024,Non Convertible Debenture,AAA,0.00 - 3.70,3.5
7.54% IRFC 2034,Non Convertible Debenture,AAA,0.00 - 2.59,2.49
8.3% REC 2029,Non Convertible Debenture,AAA,0.00 - 2.90,2.18
Reliance Retail Ltd. 2021,Non Convertible Debenture,AAA,0.00 - 1.70,1.48
7.48% IRFC 2034,Non Convertible Debenture,AAA,0.00 - 1.16,1.16
9.1% L&T Finance 2022,Non Convertible Debenture,AAA,0.00 - 1.14,1.01
8.75% State Bank of India,Non Convertible Debenture,AA+,0.00 - 0.84,0.84
AU Small Finance Bank,Term Deposits,-,0.34 - 0.47,0.34
Bank of Baroda,Debenture,AA+,0.00 - 0.03,0.03
Sundaram Finance 2022,Zero Coupon Bonds,AAA,0.00 - 0.36,0.01
702. Kotak Debt Hybrid Fund - Regular Plan,,,,
7.54% IRFC 2034,Non Convertible Debenture,AAA,0.00 - 11.89,11.61
7.57% GOI 2033,GOI Securities,SOV,0.00 - 8.39,8.23
8.85% Power Finance Corp. 2029,Bonds/NCDs,AAA,0.00 - 8.18,8.15
Reliance Retail Ltd. 2021,Non Convertible Debenture,AAA,0.00 - 6.47,6.47
10.9% Punjab & Sind Bank 2099,Bonds,A+,5.58 - 9.37,5.89
7.69% GOI 2043,Central Government Loan,SOV,0.00 - 4.15,4.15
8.22% National Bank Agr. Rur. Devp 2028,Debenture,AAA,0.00 - 4.20,4.1
9.05% United Bank Of India 2027,Bonds/Debentures,A+,0.00 - 5.28,4.08
7.26% GOI 2029,GOI Securities,SOV,0.00 - 15.64,4.07
9.36% Power Finance Corp. 2021,Bonds,AAA,0.00 - 2.46,2.43
8.27% Rajasthan State 2023,State Development Loan,SOV,1.71 - 2.07,2.05
8.5% NHPC 2022,Bonds/Debentures,AAA,1.71 - 2.07,2.04
7.49% Nat. Highways Authority 2029,Debenture,AAA,0.00 - 1.97,1.92
8.42% Tamilnadu State 2023,State Development Loan,SOV,1.21 - 6.39,1.45
10.49% Bank of Baroda,Bonds,AA,0.00 - 0.82,0.81
9.75% REC 2021,Bonds,AAA,0.00 - 0.62,0.61
8.97% Uttar Pradesh Power Corporation 2023,Bonds,AA,0.34 - 0.39,0.39
HDFC Bank,Term Deposits,-,0.30 - 0.34,0.34
9.48% Power Finance Corp. 2022,Bonds,AAA,0.00 - 0.33,0.33
8.85% NHPC 2022,Bonds,AAA,0.00 - 0.29,0.29
9.6% Hindalco Inds. 2022,Bonds/NCDs,AA,0.24 - 0.29,0.28
9.35% REC 2022,Bonds,AAA,0.00 - 0.25,0.25
704. Kotak Equity Arbitrage Fund Regular Plan,,,,
HDFC Bank,Term Deposits,-,8.72 - 16.73,11.13
Axis Bank,Term Deposits,-,0.00 - 3.79,3.79
HDFC 358-D 10/07/2020,Commercial Paper,A1+,0.00 - 3.22,2.97
8.51% HDFC 2020,Non Convertible Debenture,AAA,0.00 - 2.10,2.06
LIC Housing Fin. 356-D 20/08/2020,Commercial Paper,A1+,0.00 - 1.20,1.18
Federal Bank,Term Deposits,-,0.55 - 0.76,0.67
8.2% Power Finance Corp. 2020,Bonds/NCDs,AAA,0.00 - 0.63,0.63
IDFC First Bank,Term Deposits,-,0.47 - 1.69,0.47
AU Small Finance Bank,Term Deposits,-,0.32 - 0.42,0.32
Equitas Small Finance Bank,Term Deposits,-,0.19 - 0.42,0.3
Britannia Inds. 2022,Non Convertible Debenture,AAA,0.00 - 0.00,0
705. Kotak Equity Hybrid Fund - Regular Plan,,,,
7.57% GOI 2033,GOI Securities,SOV,0.00 - 4.29,4.29
9.05% United Bank Of India 2027,Bonds/Debentures,A+,0.00 - 4.62,3.77
7.48% IRFC 2034,Non Convertible Debenture,AAA,0.00 - 1.70,1.7
Reliance Retail Ltd. 2021,Non Convertible Debenture,AAA,0.00 - 1.66,1.62
7.54% IRFC 2034,Non Convertible Debenture,AAA,0.00 - 1.75,1.37
7.69% GOI 2043,Central Government Loan,SOV,0.00 - 1.10,1.1
ECL Finance 2020,Zero Coupon Bonds,AA,0.00 - 1.10,1.08
9.75% Uttar Pradesh Power Corporation 2023,Debenture,A+,0.94 - 1.09,1.06
8.85% Power Finance Corp. 2029,Bonds/NCDs,AAA,0.00 - 1.65,1.04
10.9% Punjab & Sind Bank 2099,Bonds,A+,0.75 - 2.18,0.84
10.25% Shriram Transport Finance 2024,Non Convertible Debenture,AA+,0.00 - 0.63,0.36
HDFC Bank,Term Deposits,-,0.27 - 0.53,0.31
9.75% Uttar Pradesh Power Corporation 2025,Debenture,A+,0.28 - 0.32,0.3
9.25% LIC Housing Fin. 2022,Debenture,AAA,0.03 - 0.04,0.04
8.19% Rajasthan State 2026,State Development Loan,SOV,0.00 - 0.00,0
706. Kotak Equity Savings Fund - Regular Plan,,,,
HDFC Bank,Term Deposits,-,5.48 - 10.74,10.29
8.51% HDFC 2020,Non Convertible Debenture,AAA,0.00 - 2.62,2.62
IDFC First Bank,Term Deposits,-,1.57 - 1.86,1.86
8.75% Axis Bank,Bonds/Debentures,AA+,1.06 - 1.29,1.29
8.75% Axis Bank 2022,Bonds,AA+,1.05 - 1.28,1.28
Federal Bank,Term Deposits,-,0.00 - 1.04,1.04
Britannia Inds. 2022,Non Convertible Debenture,AAA,0.00 - 0.00,0
763. L&T Arbitrage Opportunities Fund - Regular Plan,,,,
Axis Bank 2019,Certificate of Deposit,A1+,0.00 - 3.12,3.12
Axis Bank 2019,Certificate of Deposit,A1+,0.00 - 3.10,3.1
HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.66,0.66
HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.66,0.66
HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.72,0.63
HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.63,0.63
HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.63,0.63
HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.63,0.63
HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.63,0.63
HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.63,0.63
HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.63,0.63
HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.63,0.63
HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.63,0.63
HDFC Bank 2019,Fixed Deposits,-,0.00 - 0.79,0.63
HDFC Bank 2019,Fixed Deposits,-,0.00 - 0.79,0.63
HDFC Bank 2019,Fixed Deposits,-,0.00 - 0.79,0.63
HDFC Bank 2019,Fixed Deposits,-,0.00 - 0.79,0.63
HDFC Bank 2019,Fixed Deposits,-,0.00 - 0.79,0.63
HDFC Bank 2019,Fixed Deposits,-,0.00 - 0.79,0.63
HDFC Bank 2019,Fixed Deposits,-,0.00 - 0.79,0.63
HDFC Bank 2019,Fixed Deposits,-,0.00 - 0.79,0.63
HDFC Bank 2019,Fixed Deposits,-,0.00 - 0.79,0.63
HDFC Bank 2019,Fixed Deposits,-,0.00 - 0.79,0.63
HDFC Bank 2019,Fixed Deposits,-,0.00 - 0.79,0.63
HDFC Bank 2019,Fixed Deposits,-,0.00 - 0.79,0.63
764. L&T Balanced Advantage Fund,,,,
9.5% Export-Import Bank 2023,Bonds,AAA,0.00 - 4.45,4.45
7.42% REC 2020,Bonds,AAA,0.00 - 3.73,3.28
6.98% National Bank Agr. Rur. Devp 2022,Debenture,AAA,0.00 - 2.44,2.44
HDFC Bank 2020,Fixed Deposits,-,0.00 - 2.24,1.96
8.5% National Bank Agr. Rur. Devp 2022,Non Convertible Debenture,AAA,0.00 - 3.65,1.64
8.15% Power Grid Corporation 2020,Debenture,AAA,0.00 - 0.94,0.82
HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.93,0.82
HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.93,0.82
HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.93,0.82
HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.93,0.82
HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.93,0.82
HDFC Bank 2019,Fixed Deposits,-,0.00 - 0.37,0.33
HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.37,0.33
9.5% Blue Dart Express 2019,Bonds/NCDs,AA,0.00 - 0.00,0
766. L&T Conservative Hybrid Fund,,,,
7.59% GOI 2026,GOI Securities,SOV,22.73 - 29.46,29.46
7.37% GOI 2023,GOI Securities,SOV,0.00 - 14.60,14.6
8.5% National Bank Agr. Rur. Devp,Debenture,AAA,0.00 - 7.31,7.31
9.2% ICICI Bank 2050,Bonds,AA+,5.56 - 7.09,7.09
7.14% REC 2021,Bonds,AAA,5.91 - 11.57,7.01
8.18% Power Finance Corp. 2022,Debenture,AAA,0.00 - 7.31,4.31
6% Zee Entertainment 2022,Preference Shares,-,0.01 - 0.02,0.02
769. L&T Equity Savings Fund,,,,
HDFC Bank,Fixed Deposits,-,0.00 - 7.73,6.08
7.9% Shriram Transport Finance 2019,Non Convertible Debenture,AA+,2.26 - 3.79,3.79
2% Tata Steel 2022,Debenture,AA,0.00 - 3.33,3.33
8.19% Tata Housing Devp. Co. 2020,Debenture,AA,0.90 - 1.52,1.52
8.75% Amba River Coke 2022,Non Convertible Debenture,AA,0.00 - 1.42,1.42
8.75% Indiabulls Housing Finance 2021,Debenture,AA+,0.00 - 1.37,1.37
TMF Holdings 2020,Debenture,AA-,0.00 - 0.96,0.96
Aditya Birla Housing Finance 2022,Debenture,AAA,0.00 - 0.58,0.58
6% Zee Entertainment 2022,Preference Shares,-,0.01 - 0.01,0.01
781. L&T Hybrid Equity Fund,,,,
Tata Power 88-D 06/12/2019,Commercial Paper,A1+,0.00 - 2.41,2.41
7.26% GOI 2029,GOI Securities,SOV,0.00 - 2.23,2.21
7.32% GOI 2024,GOI Securities,SOV,0.00 - 1.61,1.32
8.58% HDFC 2022,Debenture,AAA,0.00 - 1.25,1.25
8.54% REC 2028,Debenture,AAA,0.00 - 0.98,0.96
9.37% State Bank of India 2023,Debenture,AA+,0.00 - 0.94,0.94
8.85% HDFC Bank 2099,Bonds,AA+,0.29 - 1.17,0.92
9.5% Indusind Bank,Bonds,AA,0.00 - 0.77,0.77
8.6% National Bank Agr. Rur. Devp 2022,Debenture,AAA,0.49 - 0.63,0.63
HPCL 2024,Debenture,AAA,0.00 - 0.61,0.61
8.65% National Bank Agr. Rur. Devp 2028,Debenture,AAA,0.45 - 0.59,0.59
7.6% Nat. Highways Authority 2022,Bonds,AAA,0.00 - 0.53,0.53
State Bank of India 2056,Debenture,AA+,0.00 - 0.63,0.46
7.17% GOI 2028,GOI Securities,SOV,0.38 - 1.81,0.43
8.45% Sikka Ports and Terminals 2023,Debenture,AAA,0.00 - 0.43,0.43
Vedanta 91-D 16/12/2019,Commercial Paper,A1+,0.00 - 0.42,0.42
JSW Steel 90-D 16/12/2019,Commercial Paper,A1+,0.00 - 0.42,0.42
Sundaram Finance 2022,Debenture,AAA,0.28 - 0.39,0.39
8.4% SIDBI 2021,Debenture,AAA,0.00 - 0.38,0.37
HDFC Bank 2028,Debenture,AAA,0.00 - 0.34,0.33
8.08% GOI 2022,Central Government Loan,SOV,0.25 - 0.32,0.32
8.45% IRFC 2028,Debenture,AAA,0.00 - 0.32,0.32
8.15% GOI 2022,Central Government Loan,SOV,0.25 - 0.32,0.32
8.5% NHPC 2020,Bonds/Debentures,AAA,0.25 - 0.31,0.31
8.05% Power Finance Corp. 2021,Debenture,AAA,0.24 - 0.31,0.31
792. LIC MF Debt Hybrid Fund,,,,
7.27% GOI 2026,GOI Securities,SOV,0.00 - 23.39,23.39
7.32% GOI 2024,GOI Securities,SOV,0.00 - 22.27,15.56
8.29% State Bank of India 2025,Debenture,AAA,5.75 - 7.64,7.64
8.7% HDFC 2020,Debenture,AAA,0.00 - 7.64,7.64
8.4% Sundaram Bnp Paribas Home Finance 2022,Non Convertible Debenture,AA+,0.00 - 7.54,7.54
Axis Bank 2020,Certificate of Deposit,A1+,0.00 - 7.32,7.32
8.3% IRFC 2029,Debenture,AAA,0.00 - 6.31,6.27
6.72% NTPC 2021,Bonds,AAA,1.13 - 1.50,1.5
8.3% GOI 2040,Central Government Loan,SOV,0.73 - 1.02,1.01
7.59% GOI 2026,GOI Securities,SOV,0.14 - 0.19,0.19
8.15% GOI 2026,Central Government Loan,SOV,0.07 - 0.10,0.1
8.49% NTPC 2025,Bonds/NCDs,AAA,0.07 - 0.09,0.09
793. LIC MF Equity Hybrid Fund,,,,
9.37% State Bank of India 2023,Debenture,AA+,0.00 - 7.43,4.13
8.7% L&T Infra Debt Fund 2021,Bonds,AAA,0.00 - 4.02,4.02
8.24% India Infradebt 2021,Debenture,AAA,0.00 - 4.01,4.01
8.6% GOI 2028,Central Government Loan,SOV,0.20 - 1.79,1.69
7.27% GOI 2026,GOI Securities,SOV,0.00 - 1.67,1.67
8.94% Export-Import Bank 2022,Bonds,AAA,1.42 - 7.79,1.42
8.3% NTPC 2029,Debenture,AAA,0.00 - 1.49,1.41
8.4% Sundaram Bnp Paribas Home Finance 2022,Non Convertible Debenture,AA+,0.00 - 1.44,1.35
7.95% GOI 2032,GOI Securities,SOV,0.00 - 1.40,1.14
6.79% GOI 2029,GOI Securities,SOV,1.05 - 1.59,1.05
Indian Oil Corp. 59-D 11/11/2019,Commercial Paper,A1+,0.00 - 0.93,0.93
7.32% GOI 2024,GOI Securities,SOV,0.00 - 5.81,0.56
7.72% GOI 2025,Central Government Loan,SOV,0.55 - 0.60,0.55
7.59% GOI 2026,GOI Securities,SOV,0.25 - 0.27,0.25
6.68% GOI 2031,GOI Securities,SOV,0.00 - 0.74,0.19
7.26% GOI 2029,GOI Securities,SOV,0.00 - 3.44,0.17
6.97% GOI 2026,GOI Securities,SOV,0.07 - 0.07,0.07
7.88% GOI 2030,GOI Securities,SOV,0.04 - 0.76,0.04
7.17% GOI 2028,GOI Securities,SOV,0.01 - 3.83,0.01
8.15% GOI 2026,Central Government Loan,SOV,0.01 - 0.01,0.01
8.49% NTPC 2025,Bonds/NCDs,AAA,0.01 - 0.01,0.01
Britannia Inds. 2022,Non Convertible Debenture,AAA,0.00 - 0.01,0.01
799. Mahindra Dhan Sanchay Equity Savings Yojana - Regular Plan,,,,
7.26% GOI 2029,GOI Securities,SOV,0.00 - 7.78,7.78
9.7% Coastal Gujarat Power 2023,Non Convertible Debenture,-,0.00 - 4.34,4.32
8.2% National Bank Agr. Rur. Devp 2028,Debenture,-,0.00 - 2.27,2.23
7.17% GOI 2028,GOI Securities,SOV,2.19 - 6.69,2.19
7.83% IRFC 2027,Bonds,-,0.00 - 2.20,2.17
7.75% Power Finance Corp. 2027,Bonds,-,0.00 - 2.19,2.17
Tata Housing Devp. Co. 2020,Debenture,-,0.00 - 2.16,2.15
8.75% Muthoot Finance 2020,Debenture,-,0.00 - 2.15,2.13
7.09% REC 2022,Debenture,-,0.00 - 3.29,2.12
803. Mirae Asset Equity Savings Fund - Regular Plan,,,,
7.78153% HDFC Bank 2020,Fixed Deposits,-,0.00 - 1.87,1.69
7.78153% HDFC Bank 2020,Fixed Deposits,-,0.00 - 1.87,1.69
7.56665% HDFC Bank 2020,Fixed Deposits,-,0.00 - 1.31,1.18
7.56665% HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.88,0.84
7.43432% HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.79,0.76
7.56665% HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.70,0.67
7.57111% HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.67,0.67
7.43432% HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.52,0.52
7% HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.53,0.51
7.43286% HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.47,0.42
7.43432% HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.32,0.32
7.3% HDFC Bank 2020,Fixed Deposits,-,0.00 - 0.19,0.17
805. Mirae Asset Hybrid Equity Fund - Regular Plan,,,,
7.26% GOI 2029,GOI Securities,SOV,0.00 - 12.77,9.66
SBI Cards & Payments Services 245-D 27/12/2019,Commercial Paper,A1+,0.00 - 2.12,1.9
6.57% GOI 2033,GOI Securities,SOV,0.00 - 2.78,1.3
7.17% GOI 2028,GOI Securities,SOV,0.00 - 10.95,0.99
Indian Oil Corp. 64-D 09/10/2019,Commercial Paper,A1+,0.00 - 0.96,0.96
7.7% REC 2027,Non Convertible Debenture,AAA,0.37 - 0.71,0.37
8.9% Aadhar Housing Finance 2021,Debenture,AA,0.00 - 0.61,0.37
Edelweiss Rural & Corporate Services 2021,Deep Discount Bonds,AA,0.14 - 0.49,0.29
6.62% GOI 2051,Central Government Loan,SOV,0.00 - 0.32,0.27
9.1899% Indostar Capital Finance 2021,Debenture,AA-,0.22 - 0.44,0.22
8.05% NTPC 2026,Bonds,AAA,0.20 - 0.36,0.2
7.8% LIC Housing Fin. 2020,Debenture,AAA,0.19 - 0.37,0.19
7.55% REC 2022,Debenture,AAA,0.00 - 0.19,0.19
7.45% LIC Housing Fin. 2022,Debenture,AAA,0.19 - 0.36,0.19
7.55% REC 2023,Debenture,AAA,0.00 - 0.19,0.19
7.43% HDB Financial Services 2020,Debenture,AAA,0.12 - 0.22,0.12
7.9% Piramal Enterprises 2020,Bonds,AA,0.11 - 0.22,0.11
8.595% LIC Housing Fin. 2022,Debenture,AAA,0.00 - 0.15,0.09
8.92% L&T Finance 2021,Debenture,AAA,0.00 - 0.15,0.09
7.47% Power Finance Corp. 2021,Bonds,AAA,0.00 - 0.12,0.08
809. Motilal Oswal Dynamic Fund - Regular Plan,,,,
HDFC Bank,Fixed Deposits,Unrated,2.79 - 5.52,4.07
8.5% HDFC 2020,Debenture,AAA,2.89 - 4.01,3.9
Axis Bank 2020,Certificate of Deposit,A1+,0.00 - 3.72,3.65
9% State Bank of India 2021,Bonds,AA+,1.44 - 1.99,1.94
8.75% State Bank of India,Bonds,AA+,1.43 - 1.98,1.93
Britannia Inds. 2022,Non Convertible Debenture,AAA,0.00 - 0.01,0.01
812. Nippon India Arbitrage Fund,,,,
HDFC Bank,Fixed Deposits,-,10.38 - 12.83,11.66
Axis Bank,Fixed Deposits,-,1.63 - 3.42,2.97
Axis Bank 2019,Certificate of Deposit,A1+,0.00 - 2.21,2.1
Axis Bank 2020,Certificate of Deposit,A1+,0.00 - 2.17,2.06
HDFC 364-D 29/11/2019,Commercial Paper,A1+,0.00 - 1.47,1.31
Federal Bank,Fixed Deposits,-,1.06 - 3.07,1.06
Shriram City Union Finance 2021,Debenture,AA+,0.00 - 1.22,1.05
HDFC 352-D 27/02/2020,Commercial Paper,A1+,0.00 - 1.09,1.03
Axis Bank 2019,Certificate of Deposit,A1+,0.00 - 0.72,0.68
HDFC 360-D 14/11/2019,Commercial Paper,A1+,0.00 - 0.55,0.53
HDFC 321-D 05/12/2019,Commercial Paper,A1+,0.00 - 0.55,0.52
IDFC First Bank,Fixed Deposits,-,0.00 - 0.43,0.37
7.67% HDFC 2020,Bonds/NCDs,AAA,0.00 - 0.27,0.27
HDFC 329-D 13/12/2019,Commercial Paper,A1+,0.00 - 0.28,0.26
813. Nippon India Balanced Advantage Fund,,,,
8.9% State Bank of India 2028,Non Convertible Debenture,AAA,0.00 - 4.38,4.38
8.3% Reliance Industries 2022,Debenture,AAA,0.00 - 4.79,3.54
8.75% Muthoot Finance 2021,Bonds/NCDs,AA,0.00 - 3.78,2.42
7.445% LIC Housing Fin. 2023,Debenture,AAA,0.00 - 2.07,2.07
Indian Receivable Trust 2019,Zero Coupon Bonds,A,0.00 - 2.61,2.04
Muthoot Finance 2023,Bonds/Debentures,AA,0.00 - 3.05,1.95
8.5% National Bank Agr. Rur. Devp,Debenture,AAA,0.00 - 1.29,1.29
8.6% National Bank Agr. Rur. Devp 2022,Debenture,AAA,0.00 - 1.17,1.07
8.39% National Bank Agr. Rur. Devp 19-D 19/07/2021,Debenture,AAA,0.00 - 1.16,1.06
8.53% Power Finance Corp. 2020,Bonds/Debentures,AAA,0.00 - 1.09,1.05
National Housing Bank 2022,Non Convertible Debenture,AAA,0.00 - 1.09,1.05
8.12% Nabha Power 2021,Non Convertible Debenture,AAA,1.04 - 2.01,1.04
7.49% Gruh Finance 2022,Bonds/Debentures,AAA,0.00 - 1.13,1.04
SIDBI 2020,Commercial Paper,A1+,0.00 - 0.63,0.61
8.45% REC 2022,Debenture,AAA,0.00 - 0.54,0.49
8.83% REC 2022,Non Convertible Debenture,AAA,0.00 - 0.24,0.22
817. Nippon India Dual Advantage Fixed Tenure Fund IX - Plan D - Regular Plan,,,,
8.7233% Tata Capital Housing Finance 2019,Debenture,AAA,7.63 - 8.03,7.96
8.7233% Tata Capital Financial Services 2019,Debenture,AAA,7.63 - 8.03,7.96
8.95% Reliance Jio Infocomm 2019,Debenture,AAA,5.86 - 6.23,6.1
9.02% REC 2019,Bonds,AAA,5.87 - 6.25,6.1
8.8% REC 2019,Bonds/NCDs,AAA,2.99 - 3.18,3.11
8.49% NHPC 2019,Bonds,AAA,2.93 - 3.11,3.05
8.76% Power Finance Corp. 2019,Bonds,AAA,2.93 - 3.12,3.05
8.96% Power Finance Corp. 2019,Bonds,AAA,2.93 - 3.12,3.05
8.65% Power Finance Corp. 2019,Non Convertible Debenture,AAA,2.93 - 3.11,3.05
8.84% Power Grid Corporation 2019,Bonds,AAA,2.35 - 3.12,2.44
8.37% LIC Housing Fin. 2019,Bonds/Debentures,AAA,1.76 - 1.86,1.82
ICICI Bank 2019,Certificate of Deposit,A1+,0.00 - 1.76,1.76
8.8% Power Finance Corp. 2019,Bonds,AAA,0.00 - 1.64,1.64
IDFC First Bank 2019,Certificate of Deposit,A1+,0.46 - 0.67,0.67
7.8% HDFC 2019,Debenture,AAA,0.00 - 0.61,0.61
8.8% REC 2019,Bonds,AAA,0.12 - 0.25,0.24
8.56% REC 2019,Bonds,AAA,0.12 - 0.12,0.12
818. Nippon India Dual Advantage Fixed Tenure Fund X - Plan A - Regular Plan,,,,
8.03% Uttar Pradesh State 2020,State Development Loan,SOV,24.52 - 25.97,25.46
Bajaj Finance,Zero Coupon Bonds,AAA,11.23 - 12.04,12.04
7.8% Aditya Birla Housing Finance 2020,Debenture,AAA,9.89 - 10.56,10.56
8.6% LIC Housing Fin. 2020,Debenture,AAA,9.47 - 9.97,9.87
8.53% Power Finance Corp. 2020,Bonds/Debentures,AAA,8.52 - 9.02,8.88
3% HDB Financial Services 2020,Debenture,AAA,2.19 - 2.35,2.35
Indusind Bank 2019,Certificate of Deposit,A1+,1.40 - 2.18,1.4
8.21% Rajasthan State 2020,State Development Loan,SOV,0.00 - 1.21,1.21
8.45% Power Finance Corp. 2020,Bonds,AAA,1.16 - 1.22,1.21
8.7% Power Finance Corp. 2020,Bonds,AAA,0.77 - 1.12,0.77
Kotak Mahindra Prime 2020,Debenture,AAA,0.62 - 0.66,0.66
7.46% Power Finance Corp. 2020,Bonds,AAA,0.10 - 0.11,0.11
7.42% Power Finance Corp. 2020,Debenture,AAA,0.10 - 0.11,0.11
819. Nippon India Dual Advantage Fixed Tenure Fund X - Plan B - Regular Plan,,,,
8.39% Rajasthan State 2020,State Development Loan,SOV,17.61 - 18.73,18.51
7.8% Aditya Birla Housing Finance 2020,Debenture,AAA,9.69 - 10.50,10.5
7.98% M&M Financial Services 2020,Debenture,AAA,9.57 - 10.15,10.15
8.53% Power Finance Corp. 2020,Bonds/Debentures,AAA,8.75 - 9.27,9.26
8.9% Reliance Jio Infocomm 2020,Debenture,AAA,4.38 - 4.65,4.6
Bajaj Finance 2020,Debenture,AAA,3.49 - 3.80,3.8
8.02% LIC Housing Fin. 2020,Debenture,AAA,3.50 - 4.59,3.5
8.65% HDFC 2020,Debenture,AAA,2.63 - 2.77,2.77
8.4% Power Grid Corporation 2020,Debenture,AAA,1.48 - 2.78,1.48
8.37% National Bank Agr. Rur. Devp 2020,Debenture,AAA,1.32 - 1.39,1.39
8.7% HDFC 2020,Debenture,AAA,1.23 - 1.29,1.29
8.21% Rajasthan State 2020,State Development Loan,SOV,0.00 - 1.11,1.11
8.6% LIC Housing Fin. 2020,Debenture,AAA,0.88 - 0.93,0.93
3% HDB Financial Services 2020,Debenture,AAA,0.61 - 0.66,0.66
9.843% IOT Utkal Energy Services 2020,Debenture,AAA,0.53 - 0.56,0.55
9.3% Power Grid Corporation 2020,Bonds,AAA,0.44 - 0.47,0.47
7.46% Power Finance Corp. 2020,Bonds,AAA,0.43 - 0.46,0.46
8.7% Power Finance Corp. 2020,Bonds,AAA,0.35 - 0.37,0.37
8.64% Power Grid Corporation 2020,Bonds,AAA,0.22 - 0.23,0.23
8.9% Power Grid Corporation 2020,Bonds,AAA,0.11 - 0.12,0.12
820. Nippon India Dual Advantage Fixed Tenure Fund X - Plan C - Regular Plan,,,,
8.25% Uttar Pradesh State 2020,State Development Loan,SOV,19.60 - 20.93,20.93
7.8% Aditya Birla Housing Finance 2020,Debenture,AAA,9.69 - 10.66,10.66
7.69% M&M Financial Services 2020,Non Convertible Debenture,AAA,8.46 - 9.12,9.12
8.37% REC 2020,Bonds,AAA,7.49 - 8.05,8.05
8.45% Power Finance Corp. 2020,Bonds,AAA,7.13 - 8.16,7.13
Bajaj Finance 2020,Debenture,AAA,5.28 - 5.83,5.83
1.5% HDFC 2020,Debenture,AAA,4.66 - 9.38,4.66
Kotak Mahindra Prime 2020,Debenture,AAA,1.51 - 1.66,1.66
3% HDB Financial Services 2020,Debenture,AAA,0.99 - 1.10,1.1
9.843% IOT Utkal Energy Services 2020,Debenture,AAA,0.66 - 0.70,0.7
821. Nippon India Dual Advantage Fixed Tenure Fund X - Plan D - Regular Plan,,,,
8.25% Uttar Pradesh State 2020,State Development Loan,SOV,19.30 - 20.51,19.79
7.8% Aditya Birla Housing Finance 2020,Debenture,AAA,9.45 - 9.98,9.98
Bajaj Finance 2020,Debenture,AAA,8.45 - 8.96,8.96
8.37% REC 2020,Bonds,AAA,7.56 - 8.01,7.81
8.45% Power Finance Corp. 2020,Bonds,AAA,7.56 - 8.00,7.8
7.69% M&M Financial Services 2020,Non Convertible Debenture,AAA,7.29 - 7.60,7.55
7.8% HDFC 2019,Debenture,AAA,3.77 - 5.82,3.77
8.7% HDFC 2020,Debenture,AAA,1.85 - 1.95,1.9
3% HDB Financial Services 2020,Debenture,AAA,1.50 - 1.59,1.59
Kotak Mahindra Prime 2020,Debenture,AAA,1.08 - 1.15,1.15
7.3% Power Finance Corp. 2020,Debenture,AAA,0.00 - 1.89,1.13
8.9% LIC Housing Fin. 2020,Debenture,AAA,0.56 - 0.59,0.57
822. Nippon India Dual Advantage Fixed Tenure Fund X - Plan E - Regular Plan,,,,
8.2% Power Grid Corporation 2020,Debenture,AAA,10.48 - 11.06,10.67
8.27% Gujarat State 2019,State Development Loan,SOV,10.52 - 11.17,10.66
Bajaj Finance 2020,Debenture,AAA,9.89 - 10.35,10.35
7.97% HDB Financial Services 2019,Debenture,AAA,8.35 - 8.77,8.51
